ID,TIMESTAMP,BATCUR,BATT,BATTMP,BRAKE,DIST,LAPS,MOTTMP,RPM,SPEED,THRTL,VOLT,LAT,LONG
101,2026-05-15 15:38:50.927,248.34,98.03,31.08,0.0,18.42,1,44.02,1869,42.8,100.0,388.7,45.502026,-73.546846
101,2026-05-15 15:38:51.027,246.31,97.96,31.11,0.0,19.65,1,44.14,1895,44.2,100.0,389.1,45.502026,-73.546847
101,2026-05-15 15:38:51.127,240.88,97.89,31.15,0.0,20.92,1,44.26,1852,45.6,99.1,389.3,45.502026,-73.546847
101,2026-05-15 15:38:51.227,243.42,97.83,31.18,0.0,22.22,1,44.38,1832,47.1,98.1,388.9,45.502107,-73.546879
101,2026-05-15 15:38:51.327,243.16,97.76,31.22,0.0,23.57,1,44.5,1874,48.5,100.0,389.1,45.502107,-73.54688
101,2026-05-15 15:38:51.427,244.11,97.7,31.26,0.0,24.96,1,44.62,2017,49.9,99.0,389.1,45.502107,-73.546881
101,2026-05-15 15:38:51.527,245.39,97.63,31.29,0.0,26.38,1,44.74,2246,51.4,100.0,388.7,45.502189,-73.546913
101,2026-05-15 15:38:51.627,236.45,97.57,31.33,0.0,27.85,1,44.85,2296,52.8,98.3,388.9,45.502189,-73.546913
101,2026-05-15 15:38:51.727,240.44,97.5,31.36,0.0,29.36,1,44.97,2187,54.2,98.2,389.3,45.502189,-73.546914
101,2026-05-15 15:38:51.827,245.93,97.44,31.4,0.0,30.9,1,45.09,2258,55.6,100.0,388.4,45.50227,-73.546949
101,2026-05-15 15:38:51.927,239.35,97.37,31.43,0.0,32.49,1,45.2,2406,57.0,98.1,389.1,45.50227,-73.546948
101,2026-05-15 15:38:52.027,235.85,97.31,31.46,0.0,34.11,1,45.31,2455,58.4,97.1,388.8,45.502352,-73.546986
101,2026-05-15 15:38:52.127,242.84,97.24,31.5,0.0,35.77,1,45.42,2581,59.9,100.0,388.5,45.502352,-73.546986
101,2026-05-15 15:38:52.227,244.47,97.18,31.53,0.0,37.48,1,45.54,2461,61.3,99.6,388.3,45.502352,-73.546985
101,2026-05-15 15:38:52.327,241.6,97.11,31.57,0.0,39.22,1,45.65,2684,62.8,100.0,388.7,45.502433,-73.547023
101,2026-05-15 15:38:52.427,240.98,97.05,31.6,0.0,41.0,1,45.76,2729,64.2,98.5,388.7,45.502433,-73.547023
101,2026-05-15 15:38:52.527,245.63,96.98,31.64,0.0,42.82,1,45.87,2724,65.6,100.0,388.1,45.502515,-73.547062
101,2026-05-15 15:38:52.627,239.2,96.91,31.67,0.0,44.69,1,45.98,2977,67.0,97.6,388.7,45.502515,-73.547063
101,2026-05-15 15:38:52.727,245.48,96.85,31.71,0.0,46.59,1,46.09,2792,68.5,100.0,388.2,45.502596,-73.547105
101,2026-05-15 15:38:52.827,239.06,96.78,31.74,0.0,48.53,1,46.2,2972,69.9,97.7,388.8,45.502596,-73.547105
101,2026-05-15 15:38:52.927,223.0,96.72,31.77,0.0,50.51,1,46.3,2866,71.2,91.4,389.2,45.502677,-73.547149
101,2026-05-15 15:38:53.027,216.01,96.66,31.8,0.0,52.52,1,46.39,3163,72.5,88.1,389.3,45.502677,-73.547149
101,2026-05-15 15:38:53.127,225.98,96.6,31.84,0.0,54.57,1,46.49,2986,73.8,91.5,389.2,45.502758,-73.547194
101,2026-05-15 15:38:53.227,218.83,96.54,31.87,0.0,56.65,1,46.58,3133,75.1,89.3,389.6,45.502758,-73.547194
101,2026-05-15 15:38:53.327,221.97,96.48,31.9,0.0,58.77,1,46.67,3337,76.4,90.5,389.0,45.50284,-73.547241
101,2026-05-15 15:38:53.427,218.98,96.43,31.93,0.0,60.93,1,46.76,3419,77.6,88.8,389.4,45.502839,-73.547241
101,2026-05-15 15:38:53.527,211.52,96.37,31.96,0.0,63.12,1,46.85,3395,78.9,84.4,389.4,45.50292,-73.54729
101,2026-05-15 15:38:53.627,212.35,96.31,31.99,0.0,65.34,1,46.94,3312,80.1,86.5,389.3,45.502921,-73.547289
101,2026-05-15 15:38:53.727,205.64,96.26,32.02,0.0,67.6,1,47.02,3341,81.3,82.6,389.7,45.503002,-73.547339
101,2026-05-15 15:38:53.827,204.02,96.2,32.05,0.0,69.89,1,47.1,3496,82.5,81.3,389.7,45.503001,-73.54734
101,2026-05-15 15:38:53.927,208.03,96.14,32.08,0.0,72.22,1,47.18,3458,83.7,83.6,389.2,45.503082,-73.547392
101,2026-05-15 15:38:54.027,203.68,96.09,32.1,0.0,74.57,1,47.26,3577,84.9,83.4,389.3,45.503163,-73.547444
101,2026-05-15 15:38:54.127,192.28,96.04,32.13,0.0,76.96,1,47.33,3606,86.0,77.9,389.8,45.503163,-73.547444
101,2026-05-15 15:38:54.227,185.21,95.99,32.16,0.0,79.38,1,47.4,3462,87.0,73.7,390.2,45.503244,-73.547499
101,2026-05-15 15:38:54.327,193.9,95.93,32.18,0.0,81.83,1,47.47,3779,88.2,77.2,389.6,45.503244,-73.547498
101,2026-05-15 15:38:54.427,174.03,95.89,32.21,0.0,84.31,1,47.53,3542,89.2,69.8,390.2,45.503325,-73.547554
101,2026-05-15 15:38:54.527,171.84,95.84,32.23,0.0,86.81,1,47.59,3682,90.2,68.9,390.4,45.503406,-73.547611
101,2026-05-15 15:38:54.627,169.73,95.79,32.25,0.0,89.34,1,47.64,3714,91.1,68.2,390.6,45.503406,-73.54761
101,2026-05-15 15:38:54.727,181.02,95.75,32.28,0.0,91.9,1,47.71,3828,92.1,69.1,390.4,45.503486,-73.547669
101,2026-05-15 15:38:54.827,161.35,95.7,32.3,0.0,94.49,1,47.76,3983,93.1,65.2,390.8,45.503486,-73.54767
101,2026-05-15 15:38:54.927,158.84,95.66,32.32,0.0,97.1,1,47.81,4032,94.0,61.9,391.4,45.503566,-73.547731
101,2026-05-15 15:38:55.027,153.82,95.62,32.34,0.0,99.73,1,47.85,3884,94.8,60.0,391.4,45.503647,-73.547792
101,2026-05-15 15:38:55.127,161.27,95.57,32.37,0.0,102.39,1,47.9,3986,95.7,63.9,390.8,45.503646,-73.547793
101,2026-05-15 15:38:55.227,153.83,95.53,32.39,0.0,105.07,1,47.95,3976,96.6,60.1,390.9,45.503727,-73.547856
101,2026-05-15 15:38:55.327,152.39,95.49,32.41,0.0,107.78,1,47.99,3971,97.5,59.9,391.1,45.503807,-73.547922
101,2026-05-15 15:38:55.427,153.85,95.45,32.43,0.0,110.51,1,48.03,4183,98.3,60.3,391.2,45.503807,-73.547921
101,2026-05-15 15:38:55.527,156.55,95.41,32.45,0.0,113.27,1,48.08,4049,99.2,61.0,391.2,45.503886,-73.547988
101,2026-05-15 15:38:55.627,150.13,95.36,32.47,0.0,116.05,1,48.12,4262,100.1,60.1,391.1,45.503966,-73.548056
101,2026-05-15 15:38:55.727,154.68,95.32,32.49,0.0,118.85,1,48.17,4371,101.0,60.1,391.1,45.504046,-73.548125
101,2026-05-15 15:38:55.827,149.75,95.28,32.51,0.0,121.68,1,48.21,4375,101.8,57.9,391.5,45.504046,-73.548124
101,2026-05-15 15:38:55.927,147.58,95.24,32.53,0.0,124.53,1,48.25,4271,102.6,56.6,390.9,45.504126,-73.548195
101,2026-05-15 15:38:56.027,145.95,95.2,32.55,0.0,127.4,1,48.28,4361,103.4,56.9,391.0,45.504205,-73.548266
101,2026-05-15 15:38:56.127,147.17,95.16,32.57,0.0,130.3,1,48.32,4374,104.2,57.1,391.7,45.504206,-73.548266
101,2026-05-15 15:38:56.227,138.97,95.12,32.59,0.0,133.22,1,48.36,4315,105.0,55.6,391.1,45.504285,-73.548339
101,2026-05-15 15:38:56.327,144.94,95.08,32.61,0.0,136.16,1,48.39,4349,105.8,54.9,391.4,45.504364,-73.548413
101,2026-05-15 15:38:56.427,133.32,95.05,32.62,0.0,139.12,1,48.42,4491,106.6,50.5,391.7,45.504444,-73.548489
101,2026-05-15 15:38:56.527,130.16,95.01,32.64,0.0,142.1,1,48.45,4479,107.3,49.8,391.8,45.504444,-73.548488
101,2026-05-15 15:38:56.627,129.87,94.98,32.66,0.0,145.1,1,48.48,4583,108.0,50.1,391.9,45.504522,-73.548566
101,2026-05-15 15:38:56.727,125.79,94.94,32.67,0.0,148.12,1,48.5,4614,108.7,47.7,392.1,45.504601,-73.548645
101,2026-05-15 15:38:56.827,128.63,94.91,32.69,0.0,151.16,1,48.53,4607,109.4,47.6,391.8,45.50468,-73.548724
101,2026-05-15 15:38:56.927,117.1,94.88,32.7,0.0,154.21,1,48.55,4567,110.0,45.0,392.3,45.50468,-73.548725
101,2026-05-15 15:38:57.027,120.75,94.84,32.72,0.0,157.29,1,48.57,4489,110.7,45.7,392.1,45.504758,-73.548806
101,2026-05-15 15:38:57.127,118.88,94.81,32.73,0.0,160.38,1,48.59,4554,111.3,44.9,391.7,45.504836,-73.548889
101,2026-05-15 15:38:57.227,116.72,94.78,32.75,0.0,163.49,1,48.61,4373,112.0,44.7,392.3,45.504914,-73.548973
101,2026-05-15 15:38:57.327,114.38,94.75,32.76,0.0,166.62,1,48.62,4746,112.6,43.4,392.1,45.504913,-73.548974
101,2026-05-15 15:38:57.427,113.65,94.72,32.78,0.0,169.76,1,48.64,4799,113.2,42.2,391.8,45.504991,-73.549059
101,2026-05-15 15:38:57.527,121.95,94.68,32.79,0.0,172.92,1,48.66,4978,113.9,46.3,392.3,45.505068,-73.549147
101,2026-05-15 15:38:57.627,119.37,94.65,32.81,0.0,176.1,1,48.68,4682,114.5,45.0,392.2,45.505145,-73.549234
101,2026-05-15 15:38:57.727,110.88,94.62,32.82,0.0,179.3,1,48.7,4684,115.1,40.9,392.4,45.505222,-73.549323
101,2026-05-15 15:38:57.827,117.72,94.59,32.84,0.0,182.52,1,48.71,5002,115.7,43.6,392.3,45.505222,-73.549324
101,2026-05-15 15:38:57.927,125.22,94.56,32.85,0.0,185.75,1,48.74,4811,116.4,47.5,391.7,45.505298,-73.549414
101,2026-05-15 15:38:58.027,111.77,94.52,32.87,0.0,189.0,1,48.75,5018,117.0,42.4,392.3,45.505375,-73.549506
101,2026-05-15 15:38:58.127,121.45,94.49,32.88,0.0,192.27,1,48.77,4867,117.7,45.5,392.3,45.505451,-73.549598
101,2026-05-15 15:38:58.227,113.62,94.46,32.9,0.0,195.56,1,48.79,4962,118.3,42.2,392.1,45.505528,-73.549691
101,2026-05-15 15:38:58.327,117.09,94.43,32.91,0.0,198.86,1,48.8,4859,118.9,42.8,392.3,45.505527,-73.549692
101,2026-05-15 15:38:58.427,109.74,94.4,32.93,0.0,202.18,1,48.82,4925,119.5,40.9,392.3,45.505603,-73.549786
101,2026-05-15 15:38:58.527,112.45,94.37,32.94,0.0,205.51,1,48.83,4884,120.1,44.1,392.2,45.505679,-73.549882
101,2026-05-15 15:38:58.627,99.17,94.34,32.95,0.0,208.87,1,48.84,5140,120.6,36.2,392.5,45.505754,-73.54998
101,2026-05-15 15:38:58.727,107.28,94.31,32.96,0.0,212.23,1,48.85,4920,121.2,40.0,392.7,45.50583,-73.550077
101,2026-05-15 15:38:58.827,108.41,94.28,32.98,0.0,215.62,1,48.86,5158,121.8,40.4,392.5,45.505905,-73.550176
101,2026-05-15 15:38:58.927,110.25,94.25,32.99,0.0,219.02,1,48.87,5279,122.4,42.3,392.5,45.505905,-73.550176
101,2026-05-15 15:38:59.027,100.59,94.23,33.0,0.0,222.43,1,48.88,5299,123.0,38.4,392.7,45.50598,-73.550276
101,2026-05-15 15:38:59.127,101.69,94.2,33.02,0.0,225.86,1,48.89,5080,123.5,39.3,392.5,45.506054,-73.550377
101,2026-05-15 15:38:59.227,99.97,94.17,33.03,0.0,229.31,1,48.9,5228,124.1,36.9,392.6,45.506129,-73.550479
101,2026-05-15 15:38:59.327,100.49,94.14,33.04,0.0,232.77,1,48.9,5246,124.6,37.2,392.6,45.506203,-73.550583
101,2026-05-15 15:38:59.427,112.04,94.11,33.05,0.0,236.25,1,48.92,5150,125.2,42.7,391.7,45.506277,-73.550686
101,2026-05-15 15:38:59.527,102.07,94.08,33.07,0.0,239.74,1,48.92,5273,125.7,36.3,392.7,45.50635,-73.550791
101,2026-05-15 15:38:59.627,101.62,94.06,33.08,0.0,243.25,1,48.93,5252,126.3,37.3,392.2,45.50635,-73.550792
101,2026-05-15 15:38:59.727,94.49,94.03,33.09,0.0,246.77,1,48.94,5271,126.8,34.5,392.8,45.506423,-73.550898
101,2026-05-15 15:38:59.827,99.22,94.0,33.1,0.0,250.31,1,48.94,5304,127.3,35.5,392.5,45.506496,-73.551006
101,2026-05-15 15:38:59.927,91.56,93.98,33.11,0.0,253.86,1,48.94,5313,127.8,33.7,393.0,45.506568,-73.551114
101,2026-05-15 15:39:00.027,88.93,93.95,33.12,0.0,257.42,1,48.94,5452,128.2,32.9,392.7,45.506641,-73.551222
101,2026-05-15 15:39:00.127,76.43,93.93,33.13,0.0,260.99,1,48.93,5407,128.6,28.0,393.3,45.506713,-73.551332
101,2026-05-15 15:39:00.227,101.86,93.91,33.14,0.0,264.58,1,48.94,5438,129.2,36.4,392.2,45.506785,-73.551443
101,2026-05-15 15:39:00.327,88.33,93.88,33.15,0.0,268.18,1,48.94,5502,129.6,32.7,393.1,45.506857,-73.551554
101,2026-05-15 15:39:00.427,90.86,93.86,33.16,0.0,271.8,1,48.94,5388,130.1,33.6,392.6,45.506928,-73.551666
101,2026-05-15 15:39:00.527,88.79,93.83,33.17,0.0,275.42,1,48.94,5384,130.6,31.9,392.8,45.506928,-73.551666
101,2026-05-15 15:39:00.627,87.2,93.81,33.18,0.0,279.06,1,48.94,5496,131.0,31.8,392.8,45.506999,-73.551779
101,2026-05-15 15:39:00.727,94.77,93.78,33.19,0.0,282.72,1,48.94,5687,131.5,34.4,392.7,45.50707,-73.551892
101,2026-05-15 15:39:00.827,84.9,93.76,33.2,0.0,286.38,1,48.94,5412,132.0,29.2,392.8,45.50714,-73.552007
101,2026-05-15 15:39:00.927,89.0,93.74,33.21,0.0,290.06,1,48.94,5612,132.4,32.3,392.6,45.507211,-73.552122
101,2026-05-15 15:39:01.027,91.63,93.71,33.22,0.0,293.75,1,48.94,5644,132.9,32.8,392.9,45.507281,-73.552239
101,2026-05-15 15:39:01.127,95.01,93.69,33.23,0.0,297.46,1,48.95,5445,133.4,33.0,392.5,45.50735,-73.552356
101,2026-05-15 15:39:01.227,70.81,93.67,33.24,0.0,301.17,1,48.93,5652,133.7,25.0,393.6,45.507419,-73.552474
101,2026-05-15 15:39:01.327,79.79,93.64,33.25,0.0,304.9,1,48.93,5653,134.1,28.1,393.1,45.507488,-73.552593
101,2026-05-15 15:39:01.427,78.92,93.62,33.26,0.0,308.64,1,48.92,5526,134.6,29.3,393.2,45.507556,-73.552712
101,2026-05-15 15:39:01.527,71.92,93.6,33.27,0.0,312.39,1,48.91,5622,134.9,24.4,393.2,45.507625,-73.552832
101,2026-05-15 15:39:01.627,77.24,93.58,33.28,0.0,316.14,1,48.9,5532,135.3,27.4,392.7,45.507693,-73.552952
101,2026-05-15 15:39:01.727,73.98,93.56,33.28,0.0,319.91,1,48.9,5624,135.7,27.0,393.3,45.50776,-73.553074
101,2026-05-15 15:39:01.827,74.01,93.54,33.29,0.0,323.69,1,48.89,5636,136.1,25.2,393.0,45.50776,-73.553073
101,2026-05-15 15:39:01.927,69.95,93.52,33.3,0.0,327.48,1,48.88,5874,136.4,24.8,393.1,45.507828,-73.553195
101,2026-05-15 15:39:02.027,75.07,93.5,33.31,0.0,331.28,1,48.87,5433,136.8,23.7,393.1,45.507895,-73.553317
101,2026-05-15 15:39:02.127,68.77,93.48,33.31,0.0,335.09,1,48.86,5685,137.1,23.5,393.4,45.507961,-73.553441
101,2026-05-15 15:39:02.227,77.72,93.46,33.32,0.0,338.91,1,48.85,5664,137.5,26.8,393.0,45.508027,-73.553565
101,2026-05-15 15:39:02.327,61.3,93.44,33.33,0.0,342.74,1,48.83,5861,137.8,19.4,393.3,45.508092,-73.55369
101,2026-05-15 15:39:02.427,59.65,93.43,33.33,0.0,346.57,1,48.82,5618,138.0,18.5,393.8,45.508157,-73.553815
101,2026-05-15 15:39:02.527,61.75,93.41,33.34,0.0,350.41,1,48.8,5867,138.3,19.7,393.4,45.508222,-73.553941
101,2026-05-15 15:39:02.627,58.1,93.4,33.34,0.0,354.26,1,48.78,5713,138.6,18.6,393.7,45.508286,-73.554067
101,2026-05-15 15:39:02.727,54.12,93.38,33.35,0.0,358.12,1,48.76,5768,138.8,16.0,393.7,45.50835,-73.554195
101,2026-05-15 15:39:02.827,60.26,93.36,33.35,0.0,361.98,1,48.74,5826,139.1,19.8,393.7,45.508414,-73.554322
101,2026-05-15 15:39:02.927,55.54,93.35,33.36,0.0,365.85,1,48.73,5777,139.3,16.9,393.7,45.508477,-73.55445
101,2026-05-15 15:39:03.027,46.59,93.34,33.36,0.0,369.73,1,48.7,5682,139.5,12.4,394.3,45.50854,-73.554579
101,2026-05-15 15:39:03.127,56.86,93.32,33.37,0.0,373.61,1,48.68,5970,139.8,18.3,393.4,45.508602,-73.554707
101,2026-05-15 15:39:03.227,41.5,93.31,33.37,0.0,377.5,1,48.66,5854,140.0,13.6,394.7,45.508664,-73.554837
101,2026-05-15 15:39:03.327,62.51,93.29,33.38,0.0,381.39,1,48.64,5856,140.3,20.0,393.5,45.508726,-73.554967
101,2026-05-15 15:39:03.427,46.56,93.28,33.38,0.0,385.3,1,48.62,5735,140.5,13.1,394.1,45.508787,-73.555097
101,2026-05-15 15:39:03.527,50.97,93.27,33.39,0.0,389.2,1,48.6,5862,140.7,16.0,394.0,45.508849,-73.555227
101,2026-05-15 15:39:03.627,45.49,93.25,33.39,0.0,393.12,1,48.57,5899,140.9,12.8,394.2,45.508909,-73.555358
101,2026-05-15 15:39:03.727,48.46,93.24,33.39,0.0,397.04,1,48.55,6038,141.1,14.0,393.9,45.508969,-73.55549
101,2026-05-15 15:39:03.827,49.01,93.23,33.4,0.0,400.96,1,48.53,5831,141.3,15.0,394.2,45.509029,-73.555622
101,2026-05-15 15:39:03.927,43.7,93.21,33.4,0.0,404.89,1,48.5,5890,141.4,11.4,394.3,45.509088,-73.555754
101,2026-05-15 15:39:04.027,49.1,93.2,33.4,0.0,408.82,1,48.48,5910,141.6,13.3,393.9,45.509147,-73.555886
101,2026-05-15 15:39:04.127,36.43,93.19,33.41,0.0,412.76,1,48.45,5864,141.8,7.8,394.2,45.509206,-73.556019
101,2026-05-15 15:39:04.227,46.28,93.18,33.41,0.0,416.7,1,48.43,5960,142.0,14.2,393.7,45.509264,-73.556152
101,2026-05-15 15:39:04.327,54.9,93.16,33.41,0.0,420.65,1,48.41,5936,142.2,17.1,393.8,45.509322,-73.556286
101,2026-05-15 15:39:04.427,35.03,93.15,33.42,0.0,424.61,1,48.38,5828,142.3,9.2,394.4,45.509379,-73.55642
101,2026-05-15 15:39:04.527,33.89,93.14,33.42,0.0,428.57,1,48.35,6010,142.5,8.1,394.4,45.509436,-73.556553
101,2026-05-15 15:39:04.627,36.67,93.13,33.42,0.0,432.53,1,48.32,5924,142.6,9.1,394.5,45.509493,-73.556688
101,2026-05-15 15:39:04.727,45.25,93.12,33.42,0.0,436.49,1,48.3,5833,142.8,13.5,394.2,45.509548,-73.556822
101,2026-05-15 15:39:04.827,35.01,93.11,33.42,0.0,440.46,1,48.27,6005,142.9,9.9,394.5,45.509604,-73.556957
101,2026-05-15 15:39:04.927,54.01,93.1,33.43,0.0,444.44,1,48.26,5942,143.1,15.6,393.7,45.509659,-73.557092
101,2026-05-15 15:39:05.027,42.47,93.09,33.43,0.0,448.42,1,48.23,5979,143.3,11.4,393.9,45.509714,-73.557227
101,2026-05-15 15:39:05.127,51.42,93.07,33.44,0.0,452.41,1,48.21,6087,143.5,15.9,393.6,45.509769,-73.557362
101,2026-05-15 15:39:05.227,38.23,93.06,33.44,0.0,456.4,1,48.19,6037,143.7,9.8,394.4,45.509822,-73.557498
101,2026-05-15 15:39:05.327,41.56,93.05,33.44,0.0,460.39,1,48.16,5843,143.9,12.2,394.4,45.509876,-73.557634
101,2026-05-15 15:39:05.427,41.18,93.04,33.44,0.0,464.39,1,48.14,6092,144.0,11.6,394.1,45.509928,-73.55777
101,2026-05-15 15:39:05.527,46.85,93.03,33.45,0.0,468.4,1,48.12,5950,144.2,12.6,393.8,45.50998,-73.557907
101,2026-05-15 15:39:05.627,35.49,93.02,33.45,0.0,472.41,1,48.09,5795,144.3,8.8,394.5,45.510033,-73.558043
101,2026-05-15 15:39:05.727,39.04,93.01,33.45,0.0,476.42,1,48.06,5915,144.5,12.1,394.1,45.510084,-73.558179
101,2026-05-15 15:39:05.827,13.44,93.0,33.45,0.0,480.44,1,48.02,6070,144.5,0.0,395.3,45.510136,-73.558315
101,2026-05-15 15:39:05.927,41.44,92.99,33.45,0.0,484.46,1,48.0,6053,144.7,12.6,394.0,45.510187,-73.558451
101,2026-05-15 15:39:06.027,44.62,92.98,33.46,0.0,488.48,1,47.98,5999,144.9,13.5,394.1,45.510238,-73.558588
101,2026-05-15 15:39:06.127,38.3,92.97,33.46,0.0,492.51,1,47.96,5922,145.0,10.7,394.4,45.510287,-73.558725
101,2026-05-15 15:39:06.227,38.95,92.96,33.46,0.0,496.54,1,47.93,6186,145.2,12.4,394.1,45.510336,-73.558862
101,2026-05-15 15:39:06.327,36.8,92.95,33.46,0.0,500.58,1,47.91,6007,145.3,9.3,394.4,45.510385,-73.558999
101,2026-05-15 15:39:06.427,45.37,92.94,33.47,0.0,504.62,1,47.89,5908,145.5,13.2,393.8,45.510433,-73.559136
101,2026-05-15 15:39:06.527,44.71,92.92,33.47,0.0,508.67,1,47.86,6045,145.7,13.9,393.6,45.510481,-73.559273
101,2026-05-15 15:39:06.627,53.83,92.91,33.47,0.0,512.73,1,47.85,5999,146.0,17.8,394.0,45.510527,-73.559411
101,2026-05-15 15:39:06.727,45.79,92.9,33.48,0.0,516.79,1,47.83,5999,146.2,14.1,393.9,45.510575,-73.559547
101,2026-05-15 15:39:06.827,37.54,92.89,33.48,0.0,520.85,1,47.81,6043,146.3,9.7,394.4,45.510621,-73.559685
101,2026-05-15 15:39:06.927,38.41,92.88,33.48,0.0,524.92,1,47.78,6036,146.5,10.0,394.2,45.510667,-73.559821
101,2026-05-15 15:39:07.027,47.51,92.86,33.49,0.0,529.0,1,47.76,6084,146.7,13.9,393.7,45.510712,-73.559959
101,2026-05-15 15:39:07.127,45.88,92.85,33.49,0.0,533.08,1,47.74,6247,146.9,14.3,394.1,45.510758,-73.560095
101,2026-05-15 15:39:07.227,32.33,92.84,33.49,0.0,537.16,1,47.72,6205,147.0,7.2,394.4,45.510802,-73.560232
101,2026-05-15 15:39:07.327,29.01,92.83,33.49,0.0,541.25,1,47.69,6272,147.1,5.7,394.2,45.510846,-73.560369
101,2026-05-15 15:39:07.427,42.16,92.82,33.49,0.0,545.34,1,47.67,6103,147.2,11.8,394.2,45.510889,-73.560507
101,2026-05-15 15:39:07.527,15.66,92.82,33.49,0.0,549.43,1,47.63,6087,147.2,0.0,395.4,45.510932,-73.560643
101,2026-05-15 15:39:07.627,36.07,92.81,33.5,0.0,553.52,1,47.61,6163,147.4,7.5,394.3,45.510975,-73.56078
101,2026-05-15 15:39:07.727,37.6,92.8,33.5,0.0,557.62,1,47.58,6133,147.5,9.1,394.1,45.511017,-73.560916
101,2026-05-15 15:39:07.827,30.32,92.79,33.5,0.0,561.72,1,47.56,6195,147.6,6.4,394.4,45.511059,-73.561052
101,2026-05-15 15:39:07.927,24.98,92.78,33.5,0.0,565.82,1,47.53,6207,147.6,4.9,394.4,45.511099,-73.561189
